"ad_table_id","vista","nombre_vista","descripcion_vista","es_vista","ad_column_id","columna","nombre_columna","etiqueta","descripcion_columna","ayuda_columna","ad_reference_id","tipo_referencia","longitud","es_clave","es_padre","obligatorio","identificador","traducible","actualizable","logica_solo_lectura","valor_por_defecto","callout","ad_reference_value_id","referencia_valor","regla_validacion","codigo_regla_validacion","columna_sql","secuencia"
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57369,"DateOrdered","Fecha Orden","Fecha Orden","Fecha de la orden","Indica la fecha en que un artículo fue ordenada",16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57370,"DatePromised","Fecha Prometida","Fecha Prometida","Fecha de promesa de la orden.","La fecha prometida indica la fecha; si hay alguna; en que la orden fue prometida al cliente.",16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57346,"DateStart","Fecha Inicio","Fecha Inicio","Date Start for this Order",NULL,16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57347,"DateStartSchedule","Fecha Inicio Programa","Fecha Inicio Programa","Scheduled start date for this Order",NULL,16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57380,"Description","Descripción","Descripción","Descripción corta opcional del registro","Una descripción esta limitada a 255 caracteres",10,"String",255,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57336,"DocStatus","Estado del Documento","Estado del Documento","El estado actual del documento","El estado del documento indica el estado del documento en este momento. Si usted quiere cambiar el estado de Documento; use el campo acción de documento",17,"List",2,"N","N","N","N","N","N",NULL,NULL,NULL,131,"_Document Status",NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57335,"DocumentNo","No. del Documento","No. del Documento","Número de secuencia del documento para cada documento","El número del documento es usualmente generado en automático por el sistema y determinado por el tipo del documento. Si el documento no se salva; el número preliminar se despliega entre El número del documento es usualmente generado en automático por el sistema y determinado por el tipo del documento. Si el documento no se salva; el número preliminar se despliega entre ""<>"".

 Si el tipo de documento de su documento no tiene secuencia automatica definida, el campo está vacío si usted crea un nuevo doc. Esto es para documentos los cuales usualmente tiene un número externo (Como factura de proveedor). Si usted deja este campo vacío, el sistema generará un número de doc para usted.",10,"String",60,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57342,"DocumentType","Tipo de Documento","Tipo de Documento","Tipo de documento",NULL,10,"String",60,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57343,"DocumentTypeNote","Nota del tipo de documento","Nota del tipo de documento","Nota opcional de un tipo de documento",NULL,14,"Text",2000,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57348,"FloatAfter","Flotante Después","Flotante Después",NULL,NULL,22,"Number",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57349,"FloatBefored","Flotante Antes","Flotante Antes",NULL,NULL,22,"Number",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57381,"Help","Ayuda","Ayuda","Ayuda; Comentario o Sugerencia","El campo ayuda contiene una sugerencia; comentario o ayuda acerca del uso de esta partida",14,"Text",2000,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57328,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57350,"Line","No. Línea","No. Línea","No. Línea único para este documento","Indica el No. Línea para un documento. También controlará el orden de despliegue de las líneas dentro de un documento",11,"Integer",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",58189,"Logo_ID","Logo","Logo",NULL,NULL,32,"Image",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57351,"Lot","No. Lote","No. Lote","Número de Lote","Indica el número de lote específico del que un producto fue parte.",10,"String",20,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57382,"M_AttributeSetInstance_ID","Instancia Conjunto de Atributos","Instancia Conjunto de Atributos","Instancia de conjunto de atributos del producto","Valor actual de Instancia del conjunto de atributos del producto",35,"Product Attribute",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57383,"M_Product_ID","Producto","Producto","Producto; servicio o artículo.","Identifica un artículo que puede ser comprado o vendido es esta organización.",30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57340,"M_Warehouse_ID","Almacén","Almacén","Almacén y punto de servicio","El almacén identifica un punto único donde los productos son almacenados",19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57338,"Org_Location_ID","Localización de Org.","Localización de Org.","Localización de la organización.",NULL,21,"Location (Address)",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57344,"Planner_ID","Planeador","Planeador",NULL,NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,286,"AD_User - Internal",NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57334,"PP_Order_ID","Orden Manufactura","Orden Manufactura","Manufacturing Order",NULL,19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57355,"PP_Product_BOM_ID","LDM y Fórmula","LDM y Fórmula","BOM & Formula",NULL,19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57359,"PriorityRule","Prioridad","Prioridad","Prioridad de un documento","La prioridad indica la importancia (alta; media; baja) de este documento",17,"List",1,"N","N","N","N","N","N",NULL,NULL,NULL,154,"_PriorityRule",NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57361,"QtyBatchs","Cantidad Lotes","Cantidad Lotes",NULL,NULL,29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57360,"QtyBatchSize","Tamaño Cantidad Lote","Tamaño Cantidad Lote",NULL,NULL,29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57362,"QtyDelivered","Cantidad Entregada","Cantidad Entregada","Cantidad entregada","La cantidad entregada indica la cantidad de un producto que ha sido entregada",29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57363,"QtyEntered","Cantidad","Cantidad","La cantidad incorporada se basa en la UM seleccionada.","La cantidad incorporada se convierte a la cantidad baja de UM del producto",29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57364,"QtyOrdered","Cantidad Ordenada","Cantidad Ordenada","Cantidad ordenada","La Cantidad Ordenada indica la cantidad de un producto que fue ordenada",29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57371,"QtyReject","Cantidad Rechazo","Cantidad Rechazo",NULL,NULL,29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57372,"QtyReserved","Cantidad Reservada","Cantidad Reservada","Cantidad reservada","La cantidad reservada indica la cantidad de un producto que se encuentra reservada para otras órdenes",29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57373,"QtyScrap","Cantidad Desperdicio","Cantidad Desperdicio","Cantidad Desperdicio para este componente","Cantidad Desperdicio para este componente",29,"Quantity",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57385,"Revision","Revisión","Revisión",NULL,NULL,10,"String",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57345,"SalesRep_Name","Representante Comercial","Representante Comercial",NULL,NULL,10,"String",60,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57352,"SerNo","No. de Serie","No. de Serie","Número de serie del producto","El número de serie identifica un producto garantizado; monitoreado. Puede solamente ser usado cuando la cantidad es 1.",10,"String",20,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57354,"S_Resource_ID","Recurso","Recurso","Recurso",NULL,18,"Table",10,"N","N","N","N","N","N",NULL,NULL,NULL,53320,"S_Resource_Manufacturing",NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57339,"TaxID","Número Identificación","Número Identificación","Número de Identificación Tributaria","Número de Identificación Tributaria es el número de identificación gubernamental de esta entidad",10,"String",20,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57331,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",29,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57332,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57386,"ValidFrom","Válido Desde","Válido Desde","Válido desde; incluyendo esta fecha (primer día)","La fecha válida desde indica el primer día de un rango de fechas",16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57387,"ValidTo","Válido Hasta","Válido Hasta","Válido hasta; incluyendo esta fecha (ultimo día)","La fecha válida hasta indica el último día de un rango de fechas",16,"Date+Time",29,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57341,"Warehouse_Location_ID","Dirección Almacén","Dirección Almacén","Localización del Almacén / Dirección","Dirección del Almacén",21,"Location (Address)",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53197,"PP_Order_BOM_Header_v","Manufacturing Order BOM  Head *** Templete ***",NULL,"Y",57374,"Yield","% Rendimiento","% Rendimiento","El rendimiento es el porcentaje que se espera sea aceptable calidad en un lote. Debe ser menor a 100%","iDempiere calcula el rendimiento total para un producto desde el rendimiento para cada actividad cuando el proceso Resumen Costo Flujo de Trabajo es ejecutado.

El rendimiento esperado para una actividad puede ser expresado como:

Rendimiento = unidades aceptables al final de la actividad x 100

El rendimiento total de manufactura para un producto es determinado por multiplicar el porcentaje de rendimiento para cada actividad.

Rendimiento de Manufactura = % Rendimiento para actividad 10 x % rendimiento para actividad 20, etc

Tenga cuidado al fijar el rendimiento en cualquier valor diferente a 100%, particularmente cuando el rendimiento es utilizado para múltiples actividades
",22,"Number",131089,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57388,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57389,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",10,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57428,"AD_User_ID","Usuario","Usuario","ID de Usuario dentro del sistema","La ID de usuario identifica un usuario único en el sistema",19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57427,"Assay","Ensayo","Ensayo","Indica la cantidad de ensayo para usar en la orden de calidad","Indica la cantidad de ensayo para usar en la orden de calidad",22,"Number",131089,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57398,"BackflushGroup","Grupo Autolimpieza","Grupo Autolimpieza","Los componentes que se agrupan en la autolimpieza","Cuando se va a despachar un componente es posible indicar el grupo de autolimpieza, de esta forma solamente despacha los componentes que son para este grupo de autolimpieza.",10,"String",30,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57400,"ComponentType","Tipo Componente","Tipo Componente","Tipo de componente para una lista de materiales o fórmula","El tipo de componente puede ser:

1.- Por Producto: Define un componente Por Producto en la LDM
2.- Componente: Define un componente normal en la LDM
3.- Opción: Define una Opción para configuración del producto en la LDM
4.- Fantasma: Define un Fantasma como componente en la LDM
5.- Empaquetado: Define un Empaquetado como componente en la LDM
6.- Planeación: Define Planeación como componente en la LDM
7.- Herramientas: Define Herramientas como componente en la LDM
8.- Variante: Define una Variante para configuración del producto en la LDM
",17,"List",2,"N","N","N","N","N","Y",NULL,NULL,NULL,53225,"PP_ComponentType",NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57391,"Created","Creado","Creado","Fecha de creación de este registro","El campo creado indica la fecha en que este registro fue creado",16,"Date+Time",29,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57392,"CreatedBy","Creado Por","Creado Por","Usuario que creó este registro","El campo creado por indica el usuario que creó este registro",30,"Search",10,"N","N","N","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57399,"C_UOM_ID","UM","UM","Unidad de Medida","La UM define una unidad de medida única no monetaria",19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57401,"DateDelivered","Fecha Entrega","Fecha Entrega","Fecha en que se realizó la última entrega de producto",NULL,16,"Date+Time",29,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57395,"Description","Descripción","Descripción","Descripción corta opcional del registro","Una descripción esta limitada a 255 caracteres",10,"String",255,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57396,"Feature","Característica","Característica","Indica la característica para configurar el producto","Indica la característica para configurar el producto",10,"String",30,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57402,"Forecast","Pronóstico","Pronóstico","Indica el % de participación de este componente en la planeación de la LDM","La LDM de tipo Planeación es útil para planear la familia del producto.

Por ejemplo es posible crear una LDM para planear un automóvil

10% Automóvil Rojo
35% Automóvil Azul
45% Automóvil Negro
19% Automóvil Verde
1%  Automóvil Naranja

Cuando el plan de materiales es calculado el MRP genera una orden de manufactura para satisfacer la demanda de cada automóvil",22,"Number",131089,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57403,"Help","Ayuda","Ayuda","Ayuda; Comentario o Sugerencia","El campo ayuda contiene una sugerencia; comentario o ayuda acerca del uso de esta partida",14,"Text",2000,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57390,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57404,"IsCritical","Es Componente Crítico","Es Componente Crítico","Indica que una orden de manufactura no puede iniciar sin tener este componente","Indica que una orden de manufactura no puede iniciar sin tener este componente",20,"Yes-No",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57405,"IsQtyPercentage","Es Porcentaje Cantidad","Es Porcentaje Cantidad","Indica que este componente es basado en % Cantidad","Indica que este componente es basado en % Cantidad",29,"Quantity",1,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57406,"IssueMethod","Método Emisión","Método Emisión","Hay dos métodos para emitir los componentes de una orden de manufactura","Método Emisión: Los componentes son despachados uno por uno y es necesario indicar la cantidad despachada para cada componente.

Método Autolimpieza: Los componentes son despachados en LDM, la cantidad despachada para cada componente es basada en la LDM o Fórmula y la cantidad de la orden de manufactura.

Use el campo Grupo de Autolimpieza para agrupar los componentes en el método de autolimpieza.",17,"List",1,"N","N","N","N","N","Y",NULL,NULL,NULL,53226,"PP_Product_BOM IssueMethod",NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57407,"LeadTimeOffset","Compensación en tiempo de entrega","Compensación en tiempo de entrega","Tiempo de entrega opcional antes que comience la producción","Optional Lead Time offset before starting production",11,"Integer",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57408,"Line","No. Línea","No. Línea","No. Línea único para este documento","Indica el No. Línea para un documento. También controlará el orden de despliegue de las líneas dentro de un documento",11,"Integer",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57409,"M_AttributeSetInstance_ID","Instancia Conjunto de Atributos","Instancia Conjunto de Atributos","Instancia de conjunto de atributos del producto","Valor actual de Instancia del conjunto de atributos del producto",35,"Product Attribute",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57410,"M_ChangeNotice_ID","Aviso de Cambio","Aviso de Cambio","Cuenta de materiales (ingeniería) cambio de aviso (versión)",NULL,19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57411,"M_Locator_ID","Ubicación","Ubicación","Ubicación de Almacén","El ID de la ubicación indica en que parte del almacén se localiza el producto",19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57397,"M_Product_ID","Producto","Producto","Producto; servicio o artículo.","Identifica un artículo que puede ser comprado o vendido es esta organización.",30,"Search",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57412,"M_Warehouse_ID","Almacén","Almacén","Almacén y punto de servicio","El almacén identifica un punto único donde los productos son almacenados",19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57413,"PP_Order_BOM_ID","LDM Orden Manufactura","LDM Orden Manufactura",NULL,NULL,19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57414,"PP_Order_BOMLine_ID","Línea LDM Orden Manufactura","Línea LDM Orden Manufactura",NULL,NULL,19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57415,"PP_Order_ID","Orden Manufactura","Orden Manufactura","Manufacturing Order",NULL,19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57552,"QtyAvailable","Cantidad Disponible","Cantidad Disponible","Cantidad disponible (En la mano - Reservada)","Cantidad disponible para prometer = en la mano menos cantidad reservada",29,"Quantity",131089,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57417,"QtyBatch","Cantidad en %","Cantidad en %","Indica la cantidad en % a usar en esta fórmula","Existen dos formas de añadir un componente a una LDM o Fórmula

1.- Añadir un componente basado en cantidad a usar en esta LDM
2.- Añadir un componente basado en porcentaje, usa la cantidad de la orden u orden de manufactura en esta fórmula
",29,"Quantity",131089,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53198,"PP_Order_BOMLine_v","Manufacturing Order BOM Lines *** Templete ***",NULL,"Y",57554,"QtyBatchSize","Tamaño Cantidad Lote","Tamaño Cantidad Lote",NULL,NULL,29,"Quantity",131089,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
