"ad_table_id","tabla","nombre_tabla","descripcion_tabla","ad_column_id","columna","nombre_columna","etiqueta","descripcion_columna","ayuda_columna","ad_reference_id","tipo_referencia","longitud","es_clave","es_padre","obligatorio","identificador","traducible","actualizable","logica_solo_lectura","valor_por_defecto","callout","ad_reference_value_id","referencia_valor","regla_validacion","codigo_regla_validacion","columna_sql","secuencia"
296,"C_Bank","Banco","Bank",3034,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,"C_Bank","Banco","Bank",3043,"IsOwnBank","Banco Propio","Banco Propio","Banco para esta organización","El campo Banco Propio indica si este banco es para la organización en lugar del banco de un tercero",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,"C_Bank","Banco","Bank",3042,"SwiftCode","Código Swift","Código Swift","Código Swift","El código SWIFT es un identificador de un banco",10,"String",20,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,"C_Bank","Banco","Bank",3037,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,"C_Bank","Banco","Bank",3038,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",18,"Table",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User","AD_User Security validation","AD_User.AD_Client_ID=@AD_Client_ID@ AND AD_User.AD_Org_ID in (@User_Org@)",NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3074,"AccountNo","No. De Cuenta","No. De Cuenta","Número de cuenta","El número de cuenta indica el número asignado a esta cuenta.",10,"String",20,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",13242,"BBAN","NCBB","NCBB","Número de Cuenta Bancaria Básica","El Número de Cuenta Básica (ó Domestica) usada para transferencias (Ver también NCBB) para mayores detalles 13616 y http://www.ecbs.org/.",10,"String",40,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",13049,"Description","Descripción","Descripción","Descripción corta opcional del registro","Una descripción esta limitada a 255 caracteres",10,"String",255,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",13050,"IBAN","IBAN","IBAN","Número Internacional de la Cuenta Bancaria","Si su banco proporciona un número internacional de la cuenta bancaria, incorpórelo aquí detallamente ISO 13616 y http://www.ecbs.org. El número de cuenta tiene la longitud máxima de 22 caracteres (sin espacios). El IBAN se imprime a menudo con un espacio después de 4 caracteres. No incorpore los espacios a iDempiere.",10,"String",40,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",60133,"PaymentExportClass","Clase Exporta Pagos","Clase Exporta Pagos",NULL,NULL,10,"String",60,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",62512,"Value","Código","Código","Código para el registro en el formato requerido; debe ser único","Un código le permite a usted un método rápido de encontrar un registro en particular",10,"String",40,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",62513,"Name","Nombre","Nombre","Identificador alfanumérico de la entidad.","El nombre de una entidad (registro) se usa como una opción de búsqueda predeterminada adicional al código. El nombre es de hasta 60 caracteres de longitud.",10,"String",60,"N","N","Y","Y","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3072,"C_Bank_ID","Banco","Banco","Banco","El Banco es un identificador único de un Banco para esta Organización o para un Tercero con quien esta organización efectúa transacciones",19,"Table Direct",22,"N","Y","Y","Y","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3078,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Client_ID@",NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3079,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Org_ID@",NULL,NULL,NULL,"AD_Org Trx Security validation","AD_Org.AD_Org_ID <> 0  AND AD_Org.IsSummary='N'",NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",5212,"BankAccountType","Tipo de Cuenta Bancaria","Tipo de Cuenta Bancaria","Tipo de cuenta Bancaria","El Tipo de Cuenta Bancario indica el tipo de cuenta (ahorros; cheques; etc.) como está definida esta cuenta",17,"List",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,216,"C_Bank Account Type",NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3077,"C_BankAccount_ID","Cuenta Banco/Caja","Cuenta Banco/Caja","Cuenta Banco/Caja","La cuenta banco/caja identifica una cuenta de manejo de fondos",13,"ID",22,"Y","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",60598,"C_BankAccount_UU","C_BankAccount_UU","C_BankAccount_UU",NULL,NULL,200231,"UUID",36,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3073,"C_Currency_ID","Moneda","Moneda","Moneda para este registro","Indica la moneda a ser usada cuando se procese o Informe este registro",19,"Table Direct",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3068,"Created","Creado","Creado","Fecha de creación de este registro","El campo creado indica la fecha en que este registro fue creado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3069,"CreatedBy","Creado Por","Creado Por","Usuario que creó este registro","El campo creado por indica el usuario que creó este registro",18,"Table",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User","AD_User Security validation","AD_User.AD_Client_ID=@AD_Client_ID@ AND AD_User.AD_Org_ID in (@User_Org@)",NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3076,"CreditLimit","Límite de Crédito","Límite de Crédito","Total de crédito permitido","Indica el límite de crédito para esta cuenta.",22,"Number",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3075,"CurrentBalance","Saldo Actual","Saldo Actual","Saldo Actual","El campo Saldo Actual indica el saldo actual en esta cuenta",22,"Number",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3067,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",4212,"IsDefault","Predeterminado","Predeterminado","Valor Predeterminado","El cuadro de verificación indica si este registro será usado como un valor predeterminado",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3070,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,"C_BankAccount","Cuenta Banco/Caja","Account at the Bank",3071,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",18,"Table",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User","AD_User Security validation","AD_User.AD_Client_ID=@AD_Client_ID@ AND AD_User.AD_Org_ID in (@User_Org@)",NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,6494,"B_PaymentSelect_Acct","Pagos sin Asignar","Pagos sin Asignar","Cuenta de conciliación para pagos sin asignar",NULL,25,"Account",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,6495,"B_UnallocatedCash_Acct","Recaudos sin Asignar","Recaudos sin Asignar","Cuenta de conciliación para recaudos sin asignar","Recaudos no asignados a facturas",25,"Account",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4892,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Client_ID@",NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4893,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Org_ID@",NULL,NULL,NULL,"AD_Org Security validation","(AD_Org.IsSummary='N' OR AD_Org.AD_Org_ID=0)",NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4900,"B_Asset_Acct","Bancos","Bancos","Cuenta de Bancos","La Cuenta de Bancos identifica la cuenta a ser usada para cambios en libros a los saldos en esta cuenta bancaria",25,"Account",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4903,"B_InterestExp_Acct","Gastos por Intereses Bancarios","Intereses Pagados","Cuenta de Intereses Pagados","La Cuenta Intereses Bancarios identifica la cuenta a ser usada para registrar gastos de intereses",25,"Account",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4902,"B_InterestRev_Acct","Ingresos por Intereses Bancarios","Ingresos por intereses bancarios","Cuenta de ingresos por intereses bancarios.","La cuenta de ingresos por intereses bancarios identifica la cuenta a ser usada para registrar ingresos de intereses de este banco.",25,"Account",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4899,"B_InTransit_Acct","Banco Movimientos no Conciliados","Banco Movimientos no Conciliados","Cuenta de banco para registrar movimientos no conciliados","La cuenta banco movimientos no conciliados identifica la cuenta a ser usada para fondos que están sin conciliar",25,"Account",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4891,"C_AcctSchema_ID","Esquema Contable","Esquema Contable","Reglas para contabilizar","Un esquema contable define las reglas contables usadas tales como método de costeo; moneda y calendario",19,"Table Direct",22,"N","Y","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,60599,"C_BankAccount_Acct_UU","C_BankAccount_Acct_UU","C_BankAccount_Acct_UU",NULL,NULL,200231,"UUID",36,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4890,"C_BankAccount_ID","Cuenta Banco/Caja","Cuenta Banco/Caja","Cuenta Banco/Caja","La cuenta banco/caja identifica una cuenta de manejo de fondos",19,"Table Direct",22,"N","Y","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4895,"Created","Creado","Creado","Fecha de creación de este registro","El campo creado indica la fecha en que este registro fue creado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4896,"CreatedBy","Creado Por","Creado Por","Usuario que creó este registro","El campo creado por indica el usuario que creó este registro",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4894,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4897,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,"C_BankAccount_Acct","C_BankAccount_Acct",NULL,4898,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,NULL
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6189,"AD_Client_ID","Grupo Empresarial","Grupo Empresarial","Grupo Empresarial para esta instalación","Grupo Empresarial. No se pueden compartir datos entre diferentes grupos empresariales.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Client_ID@",NULL,NULL,NULL,"AD_Client Trx Security validation","AD_Client.AD_Client_ID <> 0",NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6190,"AD_Org_ID","Organización","Organización","Entidad organizacional dentro del grupo empresarial","Una organización es una unidad del grupo empresarial o entidad legal - Ej. Tiendas y departamentos. Es posible compartir datos entre organizaciones.",19,"Table Direct",22,"N","N","Y","N","N","N",NULL,"@AD_Org_ID@",NULL,NULL,NULL,"AD_Org Security validation","(AD_Org.IsSummary='N' OR AD_Org.AD_Org_ID=0)",NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6188,"C_BankAccountDoc_ID","Documento De la Cuenta Bancaria","Documento de la cuenta bancaria","Cheques; transferencias; etc.","Documentos bancarios que usted genera o monitorea",13,"ID",22,"Y","N","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6196,"C_BankAccount_ID","Cuenta Banco/Caja","Cuenta Banco/Caja","Cuenta Banco/Caja","La cuenta banco/caja identifica una cuenta de manejo de fondos",19,"Table Direct",22,"N","Y","Y","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",7041,"Check_PrintFormat_ID","Formato Impresión Cheque","Formato de Impresión de Cheques","Formato de impresión usado para imprimir cheques","Es necesario definir un formato para imprimir el documento",18,"Table",22,"N","N","N","N","N","Y",NULL,NULL,NULL,268,"AD_PrintFormat Check",NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6192,"Created","Creado","Creado","Fecha de creación de este registro","El campo creado indica la fecha en que este registro fue creado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6193,"CreatedBy","Creado Por","Creado Por","Usuario que creó este registro","El campo creado por indica el usuario que creó este registro",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6199,"CurrentNext","Siguiente Secuencia","Siguiente Secuencia","El número siguiente a ser usado","El siguiente corriente indica el número siguiente a usar para este documento",11,"Integer",22,"N","N","Y","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6198,"Description","Descripción","Descripción","Descripción corta opcional del registro","Una descripción esta limitada a 255 caracteres",10,"String",255,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6191,"IsActive","Activo","Activo","El registro está activo en el sistema","Hay dos métodos para que los registros no estén disponibles en el sistema: Uno es eliminar el registro; el otro es desactivarlo. Un registro desactivado no está disponible para selección; pero está disponible para Informes",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"Y",NULL,NULL,NULL,NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6215,"PaymentRule","Regla de Pago","Regla de Pago","Como se pagará la factura","La Regla de Pagos indica el método de pago de la factura",17,"List",1,"N","N","Y","N","N","Y",NULL,NULL,NULL,195,"_Payment Rule","All_Payment Rule - No mixed","AD_Ref_List.Value <> 'M'",NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6194,"Updated","Actualizado","Actualizado","Permite ver si algún registro en especifico esta actualizado","Permite ver si algún registro en especifico esta actualizado",16,"Date+Time",7,"N","N","Y","N","N","N",NULL,"SYSDATE",NULL,NULL,NULL,NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6195,"UpdatedBy","Actualizado por","Actualizado por","User who updated this records","The Updated By field indicates the user who updated this record.",30,"Search",22,"N","N","Y","N","N","N",NULL,NULL,NULL,110,"AD_User",NULL,NULL,NULL,0
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",6197,"Name","Nombre","Nombre","Identificador alfanumérico de la entidad.","El nombre de una entidad (registro) se usa como una opción de búsqueda predeterminada adicional al código. El nombre es de hasta 60 caracteres de longitud.",10,"String",60,"N","N","Y","Y","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
455,"C_BankAccountDoc","Documento De la Cuenta Bancaria","Checks, Transfers, etc.",60600,"C_BankAccountDoc_UU","C_BankAccountDoc_UU","C_BankAccountDoc_UU",NULL,NULL,200231,"UUID",36,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200883,"AcceptAMEX","Acepta AMEX","Acepta AMEX","Acepta Tarjeta American Express","Indica si las Tarjetas American Express son aceptadas como pagos a esta cuenta Bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200884,"AcceptATM","Acepta ATM","Acepta ATM","Acepta Tarjeta Bank ATM","Indica si las Tarjetas Bank ATM son aceptadas como pagos a esta cuenta Bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200885,"AcceptCheck","Acepta Cheque Electrónico","Accept Electronic Check","Acepta Tarjeta Cheques Electrónicos","Indica si cheques electronicos son aceptados como pagos a esta Cuenta Bancaria.",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200886,"AcceptCorporate","Acepta Tarjeta de Pago Corporativa","Acepta Tarjeta de Pago Corporativa","Acepta Tarjetas de Pago Corporativas","Indica si Tarjetas de Pago Corporativas son aceptadas como pagos a esta cuenta bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200887,"AcceptDiners","Acepta Diner`s Club","Acepta Diner`s Club","Acepta Tarjeta Diner","Indica si las Tarjetas Diner son aceptadas como pagos a esta cuenta Bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200888,"AcceptDirectDebit","Acepta El Debito Directo","Debito Directo.","Aceptar Debito Directo (proveedor iniciado)","Acepta transacciones de Debito Directo. Los debitos directos son iniciados para el proveedor cuando tiene permisos para deducir montos desde su cuenta de pago.",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200889,"AcceptDirectDeposit","Acepta ACH","Acepta ACH","Acepta Automatic Clearing House","Indica si los Pagos ACH son aceptados como pagos a esta Cuenta Bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200890,"AcceptDiscover","Aceptar Discover Card","Aceptar Discover","Aceptar Discover Card","Indica si las tarjetas Discover son aceptadas como pago a esta Cuenta Bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200891,"AcceptMC","Acepta MasterCard","Acepta MasterCard","Acepta Tarjeta Master Card","Indica si Master Cards son aceptadas como pagos a esta cuenta Bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200892,"AcceptVisa","Acepta Visa","Acepta Visa","Acepta Tarjetas Visa","Indica si tarjetas Visa son aceptadas como pago para esta cuenta bancaria",20,"Yes-No",1,"N","N","Y","N","N","Y",NULL,"N",NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200915,"C_Currency_ID","Moneda","Moneda","Moneda para este registro","Indica la moneda a ser usada cuando se procese o Informe este registro",19,"Table Direct",10,"N","N","N","N","N","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200903,"IsPPAcceptAMEX","Acepta AMEX","Acepta AMEX",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptAMEX FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200904,"IsPPAcceptATM","Acepta ATM","Acepta ATM",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptATM FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200905,"IsPPAcceptCheck","Acepta Cheque","Acepta Cheque",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptCheck FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200906,"IsPPAcceptCorporate","Acepta Corporate","Acepta Corporate",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptCorporate FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200907,"IsPPAcceptDiners","Acepta Diners","Acepta Diners",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptDiners FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200908,"IsPPAcceptDirectDebit","Acepta Débito Directo","Acepta Débito Directo",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptDirectDebit FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200909,"IsPPAcceptDirectDeposit","Acepta Depósito Directo","Acepta Depósito Directo",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptDirectDeposit FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
200030,"C_BankAccount_Processor","Bank Account Processor",NULL,200910,"IsPPAcceptDiscover","Acepta Discover","Acepta Discover",NULL,NULL,20,"Yes-No",1,"N","N","N","N","N","N",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"(SELECT pp.AcceptDiscover FROM C_PaymentProcessor pp WHERE pp.C_PaymentProcessor_ID=C_BankAccount_Processor.C_PaymentProcessor_ID)",0
